job_key,job_title,company,status,application_stage,date_applied,follow_up,last_updated,resume_used,cover_letter_used,recruiter_name,recruiter_email,interview_date,salary,apply_url,source_email_url,job_link,notes
salesforce administrator jobs mn|minnesota|sr salesforce administrator,Salesforce administrator jobs mn,Minnesota,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0182b8bc0ace7,,
"salesforce developer columbus oh or minneapolis mn 4 days onsite 1 day remote|hyr global source|minneapolis, mn, us",Salesforce Developer Columbus OH or Minneapolis MN 4 days onsite 1 day remote,HYR Global Source Inc,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f0182b8bc0ace7,,
"revops analyst, post-sales (ai & automation)|checkr|denver, co","RevOps Analyst, Post-Sales (AI & Automation)","Checkr, Inc.",Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432507283/?trackingId=m%2BrFxeX1AL5EGgVrwmB6bg%3D%3D&refId=%2BZCFWibQFlVfMwYUcmli%2BA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3B8a5q7V8vQ5qVv2kcoSY8sw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1GV9QLr3Q2jck1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4432507283_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4432507283_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y-null-e8kqnz~mqu8dahh~3y-null-null&eid=e8kqnz-mqu8dahh-3y&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjc4YWM3ZDk0MjljYTk4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkMTkxNTdmMmIwZDA0NWI5MmEyNDkzOGI0NzJkODI5ODI5MDVlMDcxNGM1Y2EwOTQsMSwx,https://mail.google.com/mail/u/0/#all/19f0176de662295e,https://www.linkedin.com/comm/jobs/view/4432507283/?trackingId=m%2BrFxeX1AL5EGgVrwmB6bg%3D%3D&refId=%2BZCFWibQFlVfMwYUcmli%2BA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3B8a5q7V8vQ5qVv2kcoSY8sw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1GV9QLr3Q2jck1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4432507283_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4432507283_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y-null-e8kqnz~mqu8dahh~3y-null-null&eid=e8kqnz-mqu8dahh-3y&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjc4YWM3ZDk0MjljYTk4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkMTkxNTdmMmIwZDA0NWI5MmEyNDkzOGI0NzJkODI5ODI5MDVlMDcxNGM1Y2EwOTQsMSwx,
revenue operations associate|jobgether|us remote,Revenue Operations Associate,Jobgether,Not Applied,Not Applied,,,2026-06-27,Salesforce Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431478660/?trackingId=02tdOIkgt7TeCZJ7sqHoLQ%3D%3D&refId=%2BZCFWibQFlVfMwYUcmli%2BA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3B8a5q7V8vQ5qVv2kcoSY8sw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1GV9QLr3Q2jck1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4431478660_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4431478660_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y-null-e8kqnz~mqu8dahh~3y-null-null&eid=e8kqnz-mqu8dahh-3y&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjc4YWM3ZDk0MjljYTk4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkMTkxNTdmMmIwZDA0NWI5MmEyNDkzOGI0NzJkODI5ODI5MDVlMDcxNGM1Y2EwOTQsMSwx,https://mail.google.com/mail/u/0/#all/19f0176de662295e,https://www.linkedin.com/comm/jobs/view/4431478660/?trackingId=02tdOIkgt7TeCZJ7sqHoLQ%3D%3D&refId=%2BZCFWibQFlVfMwYUcmli%2BA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3B8a5q7V8vQ5qVv2kcoSY8sw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1GV9QLr3Q2jck1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4431478660_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4431478660_ssid_15953640676_fmid_e8kqnz~mqu8dahh~3y-null-e8kqnz~mqu8dahh~3y-null-null&eid=e8kqnz-mqu8dahh-3y&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjc4YWM3ZDk0MjljYTk4YzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkMTkxNTdmMmIwZDA0NWI5MmEyNDkzOGI0NzJkODI5ODI5MDVlMDcxNGM1Y2EwOTQsMSwx,
analyst jobs mn|minnesota|logo,Analyst jobs mn,Minnesota,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"surest senior data analyst|unitedhealthcare|minnetonka, mn, us",Surest Senior Data Analyst,UnitedHealthcare,Not Applied,Not Applied,,,2026-06-27,Business Analytics Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"systems analyst|bosch building technologies north america|burnsville, mn, us",Systems Analyst II,Bosch Building Technologies North America,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"lead business analyst|tempworks software|bloomington, mn, us",Lead Business Analyst,TempWorks Software,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"financial analyst|robert half|eagan, mn, us",Financial Analyst,Robert Half,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"sr. business systems analyst|entrust|shakopee, mn, us",Sr. Business Systems Analyst,Entrust,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"data analyst i - uhc cove|unitedhealth group|minnetonka, mn, us",Data Analyst I - UHC Cove,UnitedHealth Group,Not Applied,Not Applied,,,2026-06-27,Business Analytics Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"m&a analyst|daikin applied americas|plymouth, mn, us",M&A Analyst,Daikin Applied Americas,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"business technology analyst|us bank|hopkins, mn, us",Business Technology Analyst,US Bank,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"it compliance analyst|experis|little canada, mn, us",IT Compliance Analyst,Experis,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
analyst jobs mn|minnesota|surest senior data analyst,Analyst  jobs mn,Minnesota,Not Applied,Not Applied,,,2026-06-27,Business Analytics Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"business technology analyst|u s bank|hopkins, mn, us",Business Technology Analyst,U.S. Bank,Not Applied,Not Applied,,,2026-06-27,General Resume,No,,,,,,https://mail.google.com/mail/u/0/#all/19f01287c2ecdfa0,,
"revenue operations analyst|scale jobs|chicago, il remote",Revenue Operations Analyst,Scale.jobs,Not Applied,Not Applied,,,2026-06-27,Sales Ops / RevOps Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431242844/?trackingId=ziCitDJhGYR%2FpKvktCIcQA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,https://mail.google.com/mail/u/0/#all/19f010908fed587f,https://www.linkedin.com/comm/jobs/view/4431242844/?trackingId=ziCitDJhGYR%2FpKvktCIcQA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,
"revenue operations analyst|scale jobs|dallas, tx remote",Revenue Operations Analyst,Scale.jobs,Not Applied,Not Applied,,,2026-06-27,Sales Ops / RevOps Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4431242844/?trackingId=ziCitDJhGYR%2FpKvktCIcQA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,https://mail.google.com/mail/u/0/#all/19f010908fed587f,https://www.linkedin.com/comm/jobs/view/4431242844/?trackingId=ziCitDJhGYR%2FpKvktCIcQA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4431242844_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,
operations analyst - entry to mid level|escuela argentina de ergonom a|us remote,Operations Analyst - Entry to Mid Level,Escuela Argentina de Ergonomía,Not Applied,Not Applied,,,2026-06-27,Sales Ops / RevOps Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4429448463/?trackingId=HS6bGBV9Il9vlbhvE6Y50Q%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4429448463_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4429448463_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,https://mail.google.com/mail/u/0/#all/19f010908fed587f,https://www.linkedin.com/comm/jobs/view/4429448463/?trackingId=HS6bGBV9Il9vlbhvE6Y50Q%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4429448463_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_2_jobid_4429448463_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,
"operations excellence analyst|home chef|chicago, il hybrid",Operations Excellence Analyst,Home Chef,Not Applied,Not Applied,,,2026-06-27,Sales Ops / RevOps Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4423274199/?trackingId=vrsKhSGEyGwLWPWWMSnjzA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4423274199_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4423274199_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,https://mail.google.com/mail/u/0/#all/19f010908fed587f,https://www.linkedin.com/comm/jobs/view/4423274199/?trackingId=vrsKhSGEyGwLWPWWMSnjzA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4423274199_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_3_jobid_4423274199_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,
"analyst, sales operations|spoton|chicago, il hybrid","Analyst, Sales Operations",SpotOn,Not Applied,Not Applied,,,2026-06-27,Sales Ops / RevOps Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432047208/?trackingId=OZAuJ88epJITj%2Fms2o%2BLTA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432047208_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432047208_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,https://mail.google.com/mail/u/0/#all/19f010908fed587f,https://www.linkedin.com/comm/jobs/view/4432047208/?trackingId=OZAuJ88epJITj%2Fms2o%2BLTA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432047208_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_4_jobid_4432047208_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,
"sales operations specialist|nimble solutions|chesterfield, mo",Sales Operations Specialist,nimble solutions,Not Applied,Not Applied,,,2026-06-27,Sales Ops / RevOps Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4432010375/?trackingId=qNzcPi6iNlI2S1HkOe2isA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432010375_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432010375_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,https://mail.google.com/mail/u/0/#all/19f010908fed587f,https://www.linkedin.com/comm/jobs/view/4432010375/?trackingId=qNzcPi6iNlI2S1HkOe2isA%3D%3D&refId=VC8Ux6vDbfeqwAc%2BtfZFxw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BHpOuamI%2BQGybHGTkL3uStw%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432010375_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_5_jobid_4432010375_ssid_15895669172_fmid_e8kqnz~mqu42yp5~9b-null-e8kqnz~mqu42yp5~9b-null-null&eid=e8kqnz-mqu42yp5-9b&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0MjlhYWI4ODYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkZGU2MTdkOGU0ZjY0MTlhMDA5M2U3OGY3YTE3NDdiMGRjMmM3MmM2OWY4YzU5N2MsMSwx,
business analyst/project coordinator|on demand group|greater minneapolis st paul area hybrid,Business Analyst/Project Coordinator,On-Demand Group,Not Applied,Not Applied,,,2026-06-27,Business Analyst Resume,No,,,,,https://www.linkedin.com/comm/jobs/view/4430584965/?trackingId=4IolhtrhBmLJwI6RpPg8rA%3D%3D&refId=2IyrYvZD7876a%2FuJ0zUAUA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BSa0IV4PwTwqukFh63%2F6pEA%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4430584965_ssid_15850162876_fmid_e8kqnz~mqu42yp4~l0&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4430584965_ssid_15850162876_fmid_e8kqnz~mqu42yp4~l0-null-e8kqnz~mqu42yp4~l0-null-null&eid=e8kqnz-mqu42yp4-l0&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWE4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkNGE0NGJlY2U1ODQ1M2ZkYjYxNjVhMjNkNjAwYTIzYmY4NGNlZWVmMTZiMWM5ZmIsMSwx,https://mail.google.com/mail/u/0/#all/19f010904906bd89,https://www.linkedin.com/comm/jobs/view/4430584965/?trackingId=4IolhtrhBmLJwI6RpPg8rA%3D%3D&refId=2IyrYvZD7876a%2FuJ0zUAUA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BSa0IV4PwTwqukFh63%2F6pEA%3D%3D&midToken=AQEueGkJOVadGg&midSig=1qHOw0Ad-aiYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4430584965_ssid_15850162876_fmid_e8kqnz~mqu42yp4~l0&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-job_posting_0_jobid_4430584965_ssid_15850162876_fmid_e8kqnz~mqu42yp4~l0-null-e8kqnz~mqu42yp4~l0-null-null&eid=e8kqnz-mqu42yp4-l0&otpToken=MWEwMzFlZTkxMTJmYzljM2I1MjQwNGVkNGUxY2UzYjY4N2M5ZDk0Mjk4YWE4NzYxNzljMzA2Njk0NjUyNTVmMWY3ZGZkNGE0NGJlY2U1ODQ1M2ZkYjYxNjVhMjNkNjAwYTIzYmY4NGNlZWVmMTZiMWM5ZmIsMSwx,
